,filename,ratio,weight,seed
1305,N-be75eec-150,0.1,0.77222222,8
1306,N-be75np-150,0.1,0.77222222,8
1307,N-be75eec-250,0.1,0.77222222,8
1308,N-be75np-250,0.1,0.77222222,8
1309,N-t1d150,0.1,0.77222222,9
1310,N-t1d200,0.1,0.77222222,9
1311,N-t1d500,0.1,0.77222222,9
1312,N-t2d200,0.1,0.77222222,9
1313,N-be75eec-150,0.1,0.77222222,9
1314,N-be75eec-250,0.1,0.77222222,9
1315,N-be75np-250,0.1,0.77222222,9
1316,N-atp111,0.1,0.77222222,9
1317,N-atp134,0.1,0.77222222,9
1318,N-t1d200,0.1,0.60888889,0
1319,N-t1d500,0.1,0.60888889,0
1320,N-t2d200,0.1,0.60888889,0
1321,N-be75eec-150,0.1,0.60888889,0
1322,N-be75eec-250,0.1,0.60888889,0
1323,N-be75np-250,0.1,0.60888889,0
1324,N-atp134,0.1,0.60888889,0
1325,N-t1d200,0.1,0.60888889,1
1326,N-t1d500,0.1,0.60888889,1
1327,N-t2d200,0.1,0.60888889,1
1328,N-be75eec-150,0.1,0.60888889,1
1329,N-be75np-150,0.1,0.60888889,1
1330,N-be75eec-250,0.1,0.60888889,1
1331,N-be75np-250,0.1,0.60888889,1
1332,N-atp134,0.1,0.60888889,1
1333,N-t1d200,0.1,0.60888889,2
1334,N-t1d500,0.1,0.60888889,2
1335,N-t2d200,0.1,0.60888889,2
1336,N-be75eec-150,0.1,0.60888889,2
1337,N-be75eec-250,0.1,0.60888889,2
1338,N-be75np-250,0.1,0.60888889,2
1339,N-atp134,0.1,0.60888889,2
1340,N-t1d150,0.1,0.60888889,3
1341,N-t1d200,0.1,0.60888889,3
1342,N-t1d500,0.1,0.60888889,3
1343,N-t2d150,0.1,0.60888889,3
1344,N-t2d200,0.1,0.60888889,3
1345,N-be75eec-150,0.1,0.60888889,3
1346,N-be75np-150,0.1,0.60888889,3
1347,N-be75eec-250,0.1,0.60888889,3
1348,N-be75np-250,0.1,0.60888889,3
1349,N-t1d200,0.1,0.60888889,4
1350,N-t1d500,0.1,0.60888889,4
1351,N-t2d200,0.1,0.60888889,4
1352,N-be75eec-150,0.1,0.60888889,4
1353,N-be75eec-250,0.1,0.60888889,4
1354,N-be75np-250,0.1,0.60888889,4
1355,N-t1d200,0.1,0.60888889,5
1356,N-t1d500,0.1,0.60888889,5
1357,N-t2d150,0.1,0.60888889,5
1358,N-t2d200,0.1,0.60888889,5
1359,N-be75eec-150,0.1,0.60888889,5
1360,N-be75eec-250,0.1,0.60888889,5
1361,N-be75np-250,0.1,0.60888889,5
1362,N-atp134,0.1,0.60888889,5
1363,N-t1d150,0.1,0.60888889,6
1364,N-t1d200,0.1,0.60888889,6
1365,N-t1d500,0.1,0.60888889,6
1366,N-t2d200,0.1,0.60888889,6
1367,N-be75eec-150,0.1,0.60888889,6
1368,N-be75eec-250,0.1,0.60888889,6
1369,N-be75np-250,0.1,0.60888889,6
1370,N-t1d200,0.1,0.60888889,7
1371,N-t1d500,0.1,0.60888889,7
1372,N-t2d200,0.1,0.60888889,7
1373,N-be75eec-150,0.1,0.60888889,7
1374,N-be75eec-250,0.1,0.60888889,7
1375,N-be75np-250,0.1,0.60888889,7
1376,N-atp134,0.1,0.60888889,7
1377,N-t1d200,0.1,0.60888889,8
1378,N-t1d500,0.1,0.60888889,8
1379,N-t2d200,0.1,0.60888889,8
1380,N-be75eec-150,0.1,0.60888889,8
1381,N-be75np-150,0.1,0.60888889,8
1382,N-be75eec-250,0.1,0.60888889,8
1383,N-be75np-250,0.1,0.60888889,8
1384,N-t1d150,0.1,0.60888889,9
1385,N-t1d200,0.1,0.60888889,9
1386,N-t1d500,0.1,0.60888889,9
1387,N-t2d200,0.1,0.60888889,9
1388,N-be75eec-150,0.1,0.60888889,9
1389,N-be75eec-250,0.1,0.60888889,9
1390,N-be75np-250,0.1,0.60888889,9
1391,N-atp134,0.1,0.60888889,9
1392,N-t1d200,0.1,0.55444444,0
1393,N-t1d500,0.1,0.55444444,0
1394,N-t2d200,0.1,0.55444444,0
1395,N-be75eec-150,0.1,0.55444444,0
1396,N-be75eec-250,0.1,0.55444444,0
1397,N-be75np-250,0.1,0.55444444,0
1398,N-t1d200,0.1,0.55444444,1
1399,N-t1d500,0.1,0.55444444,1
1400,N-t2d200,0.1,0.55444444,1
1401,N-be75eec-150,0.1,0.55444444,1
1402,N-be75eec-250,0.1,0.55444444,1
1403,N-be75np-250,0.1,0.55444444,1
1404,N-atp134,0.1,0.55444444,1
1405,N-t1d200,0.1,0.55444444,2
1406,N-t1d500,0.1,0.55444444,2
1407,N-t2d200,0.1,0.55444444,2
1408,N-be75eec-150,0.1,0.55444444,2
1409,N-be75eec-250,0.1,0.55444444,2
1410,N-be75np-250,0.1,0.55444444,2
1411,N-atp134,0.1,0.55444444,2
1412,N-t1d200,0.1,0.55444444,3
1413,N-t1d500,0.1,0.55444444,3
1414,N-t2d200,0.1,0.55444444,3
1415,N-be75eec-150,0.1,0.55444444,3
1416,N-be75eec-250,0.1,0.55444444,3
1417,N-be75np-250,0.1,0.55444444,3
1418,N-t1d200,0.1,0.55444444,4
1419,N-t1d500,0.1,0.55444444,4
1420,N-t2d200,0.1,0.55444444,4
1421,N-be75eec-150,0.1,0.55444444,4
1422,N-be75eec-250,0.1,0.55444444,4
1423,N-be75np-250,0.1,0.55444444,4
1424,N-t1d200,0.1,0.55444444,5
1425,N-t1d500,0.1,0.55444444,5
1426,N-t2d200,0.1,0.55444444,5
1427,N-be75eec-150,0.1,0.55444444,5
1428,N-be75eec-250,0.1,0.55444444,5
1429,N-be75np-250,0.1,0.55444444,5
1430,N-t1d200,0.1,0.55444444,6
1431,N-t1d500,0.1,0.55444444,6
1432,N-t2d200,0.1,0.55444444,6
1433,N-be75eec-150,0.1,0.55444444,6
1434,N-be75np-150,0.1,0.55444444,6
1435,N-be75eec-250,0.1,0.55444444,6
1436,N-be75np-250,0.1,0.55444444,6
1437,N-atp134,0.1,0.55444444,6
1438,N-t1d200,0.1,0.55444444,7
1439,N-t1d500,0.1,0.55444444,7
1440,N-t2d150,0.1,0.55444444,7
1441,N-t2d200,0.1,0.55444444,7
1442,N-be75eec-150,0.1,0.55444444,7
1443,N-be75np-150,0.1,0.55444444,7
1444,N-be75eec-250,0.1,0.55444444,7
1445,N-be75np-250,0.1,0.55444444,7
1446,N-atp111,0.1,0.55444444,7
1447,N-t1d200,0.1,0.55444444,8
1448,N-t1d500,0.1,0.55444444,8
1449,N-t2d200,0.1,0.55444444,8
1450,N-be75eec-150,0.1,0.55444444,8
1451,N-be75eec-250,0.1,0.55444444,8
1452,N-be75np-250,0.1,0.55444444,8
1453,N-t1d200,0.1,0.55444444,9
1454,N-t1d500,0.1,0.55444444,9
1455,N-t2d200,0.1,0.55444444,9
1456,N-be75eec-150,0.1,0.55444444,9
1457,N-be75np-150,0.1,0.55444444,9
1458,N-be75eec-250,0.1,0.55444444,9
1459,N-be75np-250,0.1,0.55444444,9
1460,N-atp134,0.1,0.55444444,9
1461,N-t1d200,0.1,0.5,0
1462,N-t1d500,0.1,0.5,0
1463,N-t2d200,0.1,0.5,0
1464,N-be75eec-150,0.1,0.5,0
1465,N-be75eec-250,0.1,0.5,0
1466,N-be75np-250,0.1,0.5,0
1467,N-atp111,0.1,0.5,0
1468,N-t1d200,0.1,0.5,1
1469,N-t1d500,0.1,0.5,1
1470,N-t2d200,0.1,0.5,1
1471,N-be75eec-150,0.1,0.5,1
1472,N-be75eec-250,0.1,0.5,1
1473,N-be75np-250,0.1,0.5,1
1474,N-atp134,0.1,0.5,1
1475,N-t1d150,0.1,0.5,2
1476,N-t1d200,0.1,0.5,2
1477,N-t1d500,0.1,0.5,2
1478,N-t2d150,0.1,0.5,2
1479,N-t2d200,0.1,0.5,2
1480,N-be75eec-150,0.1,0.5,2
1481,N-be75np-150,0.1,0.5,2
1482,N-be75eec-250,0.1,0.5,2
1483,N-be75np-250,0.1,0.5,2
1484,N-atp111,0.1,0.5,2
1485,N-atp134,0.1,0.5,2
1486,N-t1d100,0.1,0.5,3
1487,N-t1d150,0.1,0.5,3
1488,N-t1d200,0.1,0.5,3
1489,N-t1d500,0.1,0.5,3
1490,N-t2d150,0.1,0.5,3
1491,N-t2d200,0.1,0.5,3
1492,N-be75eec-150,0.1,0.5,3
1493,N-be75np-150,0.1,0.5,3
1494,N-be75eec-250,0.1,0.5,3
1495,N-be75np-250,0.1,0.5,3
1496,N-atp111,0.1,0.5,3
1497,N-atp134,0.1,0.5,3
1498,N-t1d100,0.1,0.5,4
1499,N-t1d150,0.1,0.5,4
1500,N-t1d200,0.1,0.5,4
1501,N-t1d500,0.1,0.5,4
1502,N-t2d150,0.1,0.5,4
1503,N-t2d200,0.1,0.5,4
1504,N-be75eec-150,0.1,0.5,4
1505,N-be75np-150,0.1,0.5,4
1506,N-be75eec-250,0.1,0.5,4
1507,N-be75np-250,0.1,0.5,4
1508,N-atp111,0.1,0.5,4
1509,N-atp134,0.1,0.5,4
1510,N-t1d150,0.1,0.5,5
1511,N-t1d200,0.1,0.5,5
1512,N-t1d500,0.1,0.5,5
1513,N-t2d200,0.1,0.5,5
1514,N-be75eec-150,0.1,0.5,5
1515,N-be75np-150,0.1,0.5,5
1516,N-be75eec-250,0.1,0.5,5
1517,N-be75np-250,0.1,0.5,5
1518,N-atp134,0.1,0.5,5
1519,N-t1d150,0.1,0.5,6
1520,N-t1d200,0.1,0.5,6
1521,N-t1d500,0.1,0.5,6
1522,N-t2d150,0.1,0.5,6
1523,N-t2d200,0.1,0.5,6
1524,N-be75eec-150,0.1,0.5,6
1525,N-be75eec-250,0.1,0.5,6
1526,N-be75np-250,0.1,0.5,6
1527,N-atp134,0.1,0.5,6
1528,N-t1d150,0.1,0.5,7
1529,N-t1d200,0.1,0.5,7
1530,N-t1d500,0.1,0.5,7
1531,N-t2d200,0.1,0.5,7
1532,N-be75eec-150,0.1,0.5,7
1533,N-be75np-150,0.1,0.5,7
1534,N-be75eec-250,0.1,0.5,7
1535,N-be75np-250,0.1,0.5,7
1536,N-atp134,0.1,0.5,7
1537,N-t1d200,0.1,0.5,8
1538,N-t1d500,0.1,0.5,8
1539,N-t2d200,0.1,0.5,8
1540,N-be75eec-150,0.1,0.5,8
1541,N-be75np-150,0.1,0.5,8
1542,N-be75eec-250,0.1,0.5,8
1543,N-be75np-250,0.1,0.5,8
1544,N-atp134,0.1,0.5,8
1545,N-t1d150,0.1,0.5,9
1546,N-t1d200,0.1,0.5,9
1547,N-t1d500,0.1,0.5,9
1548,N-t2d200,0.1,0.5,9
1549,N-be75eec-150,0.1,0.5,9
1550,N-be75np-150,0.1,0.5,9
1551,N-be75eec-250,0.1,0.5,9
1552,N-be75np-250,0.1,0.5,9
1553,N-atp134,0.1,0.5,9
1554,N-t1d150,0.15,0.93555556,0
1555,N-t1d200,0.15,0.93555556,0
1556,N-t1d500,0.15,0.93555556,0
1557,N-t2d200,0.15,0.93555556,0
1558,N-be75eec-150,0.15,0.93555556,0
1559,N-be75np-150,0.15,0.93555556,0
1560,N-be75eec-250,0.15,0.93555556,0
1561,N-be75np-250,0.15,0.93555556,0
1562,N-t1d200,0.15,0.93555556,1
1563,N-t1d500,0.15,0.93555556,1
1564,N-t2d200,0.15,0.93555556,1
1565,N-be75eec-150,0.15,0.93555556,1
1566,N-be75np-150,0.15,0.93555556,1
1567,N-be75eec-250,0.15,0.93555556,1
1568,N-be75np-250,0.15,0.93555556,1
1569,N-atp111,0.15,0.93555556,1
1570,N-atp134,0.15,0.93555556,1
1571,N-t1d150,0.15,0.93555556,2
1572,N-t1d200,0.15,0.93555556,2
1573,N-t1d500,0.15,0.93555556,2
1574,N-t2d200,0.15,0.93555556,2
1575,N-be75eec-150,0.15,0.93555556,2
1576,N-be75eec-250,0.15,0.93555556,2
1577,N-be75np-250,0.15,0.93555556,2
1578,N-t1d200,0.15,0.93555556,3
1579,N-t1d500,0.15,0.93555556,3
1580,N-t2d200,0.15,0.93555556,3
1581,N-be75eec-150,0.15,0.93555556,3
1582,N-be75eec-250,0.15,0.93555556,3
1583,N-be75np-250,0.15,0.93555556,3
1584,N-t1d200,0.15,0.93555556,4
1585,N-t1d500,0.15,0.93555556,4
1586,N-t2d200,0.15,0.93555556,4
1587,N-be75eec-150,0.15,0.93555556,4
1588,N-be75np-150,0.15,0.93555556,4
1589,N-be75eec-250,0.15,0.93555556,4
1590,N-be75np-250,0.15,0.93555556,4
1591,N-t1d200,0.15,0.93555556,5
1592,N-t1d500,0.15,0.93555556,5
1593,N-t2d150,0.15,0.93555556,5
1594,N-t2d200,0.15,0.93555556,5
1595,N-be75eec-150,0.15,0.93555556,5
1596,N-be75eec-250,0.15,0.93555556,5
1597,N-be75np-250,0.15,0.93555556,5
1598,N-t1d200,0.15,0.93555556,6
1599,N-t1d500,0.15,0.93555556,6
1600,N-t2d200,0.15,0.93555556,6
1601,N-be75eec-150,0.15,0.93555556,6
1602,N-be75np-150,0.15,0.93555556,6
1603,N-be75eec-250,0.15,0.93555556,6
1604,N-be75np-250,0.15,0.93555556,6
1605,N-t1d200,0.15,0.93555556,7
1606,N-t1d500,0.15,0.93555556,7
1607,N-t2d200,0.15,0.93555556,7
1608,N-be75eec-150,0.15,0.93555556,7
1609,N-be75eec-250,0.15,0.93555556,7
1610,N-be75np-250,0.15,0.93555556,7
1611,N-t1d200,0.15,0.93555556,8
1612,N-t1d500,0.15,0.93555556,8
1613,N-t2d200,0.15,0.93555556,8
1614,N-be75eec-150,0.15,0.93555556,8
1615,N-be75eec-250,0.15,0.93555556,8
1616,N-be75np-250,0.15,0.93555556,8
1617,N-t1d150,0.15,0.93555556,9
1618,N-t1d200,0.15,0.93555556,9
1619,N-t1d500,0.15,0.93555556,9
1620,N-t2d200,0.15,0.93555556,9
1621,N-be75eec-150,0.15,0.93555556,9
1622,N-be75eec-250,0.15,0.93555556,9
1623,N-be75np-250,0.15,0.93555556,9
1624,N-t1d150,0.15,0.66333333,0
1625,N-t1d200,0.15,0.66333333,0
1626,N-t1d500,0.15,0.66333333,0
1627,N-t2d150,0.15,0.66333333,0
1628,N-t2d200,0.15,0.66333333,0
1629,N-be75eec-150,0.15,0.66333333,0
1630,N-be75np-150,0.15,0.66333333,0
1631,N-be75eec-250,0.15,0.66333333,0
1632,N-be75np-250,0.15,0.66333333,0
1633,N-atp111,0.15,0.66333333,0
1634,N-atp134,0.15,0.66333333,0
1635,N-t1d100,0.15,0.66333333,1
1636,N-t1d150,0.15,0.66333333,1
1637,N-t1d200,0.15,0.66333333,1
1638,N-t1d500,0.15,0.66333333,1
1639,N-t2d150,0.15,0.66333333,1
1640,N-t2d200,0.15,0.66333333,1
1641,N-be75eec-150,0.15,0.66333333,1
1642,N-be75np-150,0.15,0.66333333,1
1643,N-be75eec-250,0.15,0.66333333,1
1644,N-be75np-250,0.15,0.66333333,1
1645,N-atp111,0.15,0.66333333,1
1646,N-atp134,0.15,0.66333333,1
1647,N-t1d150,0.15,0.66333333,2
1648,N-t1d200,0.15,0.66333333,2
1649,N-t1d500,0.15,0.66333333,2
1650,N-t2d200,0.15,0.66333333,2
1651,N-be75eec-150,0.15,0.66333333,2
1652,N-be75eec-250,0.15,0.66333333,2
1653,N-be75np-250,0.15,0.66333333,2
1654,N-atp111,0.15,0.66333333,2
1655,N-t1d200,0.15,0.66333333,3
1656,N-t1d500,0.15,0.66333333,3
1657,N-t2d200,0.15,0.66333333,3
1658,N-be75eec-150,0.15,0.66333333,3
1659,N-be75eec-250,0.15,0.66333333,3
1660,N-be75np-250,0.15,0.66333333,3
1661,N-atp111,0.15,0.66333333,3
1662,N-t1d200,0.15,0.66333333,4
1663,N-t1d500,0.15,0.66333333,4
1664,N-t2d150,0.15,0.66333333,4
1665,N-t2d200,0.15,0.66333333,4
1666,N-be75eec-150,0.15,0.66333333,4
1667,N-be75eec-250,0.15,0.66333333,4
1668,N-be75np-250,0.15,0.66333333,4
1669,N-t1d200,0.15,0.66333333,5
1670,N-t1d500,0.15,0.66333333,5
1671,N-t2d200,0.15,0.66333333,5
1672,N-be75eec-150,0.15,0.66333333,5
1673,N-be75eec-250,0.15,0.66333333,5
1674,N-be75np-250,0.15,0.66333333,5
1675,N-atp111,0.15,0.66333333,5
1676,N-t1d200,0.15,0.66333333,6
1677,N-t1d500,0.15,0.66333333,6
1678,N-t2d200,0.15,0.66333333,6
1679,N-be75eec-150,0.15,0.66333333,6
1680,N-be75eec-250,0.15,0.66333333,6
1681,N-be75np-250,0.15,0.66333333,6
1682,N-t1d200,0.15,0.66333333,7
1683,N-t1d500,0.15,0.66333333,7
1684,N-t2d150,0.15,0.66333333,7
1685,N-t2d200,0.15,0.66333333,7
1686,N-be75eec-150,0.15,0.66333333,7
1687,N-be75eec-250,0.15,0.66333333,7
1688,N-be75np-250,0.15,0.66333333,7
1689,N-atp134,0.15,0.66333333,7
1690,N-t1d200,0.15,0.66333333,8
1691,N-t1d500,0.15,0.66333333,8
1692,N-t2d200,0.15,0.66333333,8
1693,N-be75eec-150,0.15,0.66333333,8
1694,N-be75eec-250,0.15,0.66333333,8
1695,N-be75np-250,0.15,0.66333333,8
1696,N-atp134,0.15,0.66333333,8
1697,N-t1d200,0.15,0.66333333,9
1698,N-t1d500,0.15,0.66333333,9
1699,N-t2d200,0.15,0.66333333,9
1700,N-be75eec-150,0.15,0.66333333,9
1701,N-be75eec-250,0.15,0.66333333,9
1702,N-be75np-250,0.15,0.66333333,9
1703,N-atp134,0.15,0.66333333,9
1704,N-t1d200,0.15,0.82666667,0
1705,N-t1d500,0.15,0.82666667,0
1706,N-t2d200,0.15,0.82666667,0
1707,N-be75eec-150,0.15,0.82666667,0
1708,N-be75eec-250,0.15,0.82666667,0
1709,N-be75np-250,0.15,0.82666667,0
1710,N-t1d200,0.15,0.82666667,1
1711,N-t1d500,0.15,0.82666667,1
1712,N-t2d200,0.15,0.82666667,1
1713,N-be75eec-150,0.15,0.82666667,1
1714,N-be75eec-250,0.15,0.82666667,1
1715,N-be75np-250,0.15,0.82666667,1
1716,N-t1d200,0.15,0.82666667,2
1717,N-t1d500,0.15,0.82666667,2
1718,N-t2d200,0.15,0.82666667,2
1719,N-be75eec-150,0.15,0.82666667,2
1720,N-be75np-150,0.15,0.82666667,2
1721,N-be75eec-250,0.15,0.82666667,2
1722,N-be75np-250,0.15,0.82666667,2
1723,N-atp111,0.15,0.82666667,2
1724,N-atp134,0.15,0.82666667,2
1725,N-t1d150,0.15,0.82666667,3
1726,N-t1d200,0.15,0.82666667,3
1727,N-t1d500,0.15,0.82666667,3
1728,N-t2d150,0.15,0.82666667,3
1729,N-t2d200,0.15,0.82666667,3
1730,N-be75eec-150,0.15,0.82666667,3
1731,N-be75np-150,0.15,0.82666667,3
1732,N-be75eec-250,0.15,0.82666667,3
1733,N-be75np-250,0.15,0.82666667,3
1734,N-atp111,0.15,0.82666667,3
1735,N-t1d200,0.15,0.82666667,4
1736,N-t1d500,0.15,0.82666667,4
1737,N-t2d150,0.15,0.82666667,4
1738,N-t2d200,0.15,0.82666667,4
1739,N-be75eec-150,0.15,0.82666667,4
1740,N-be75eec-250,0.15,0.82666667,4
1741,N-be75np-250,0.15,0.82666667,4
1742,N-t1d200,0.15,0.82666667,5
1743,N-t1d500,0.15,0.82666667,5
1744,N-t2d200,0.15,0.82666667,5
1745,N-be75eec-150,0.15,0.82666667,5
1746,N-be75np-150,0.15,0.82666667,5
1747,N-be75eec-250,0.15,0.82666667,5
1748,N-be75np-250,0.15,0.82666667,5
1749,N-t1d150,0.15,0.82666667,6
1750,N-t1d200,0.15,0.82666667,6
1751,N-t1d500,0.15,0.82666667,6
1752,N-t2d200,0.15,0.82666667,6
1753,N-be75eec-150,0.15,0.82666667,6
1754,N-be75eec-250,0.15,0.82666667,6
1755,N-be75np-250,0.15,0.82666667,6
1756,N-t1d200,0.15,0.82666667,7
1757,N-t1d500,0.15,0.82666667,7
1758,N-t2d200,0.15,0.82666667,7
1759,N-be75eec-150,0.15,0.82666667,7
1760,N-be75eec-250,0.15,0.82666667,7
1761,N-be75np-250,0.15,0.82666667,7
1762,N-t1d150,0.15,0.82666667,8
1763,N-t1d200,0.15,0.82666667,8
1764,N-t1d500,0.15,0.82666667,8
1765,N-t2d150,0.15,0.82666667,8
1766,N-t2d200,0.15,0.82666667,8
1767,N-be75eec-150,0.15,0.82666667,8
1768,N-be75np-150,0.15,0.82666667,8
1769,N-be75eec-250,0.15,0.82666667,8
1770,N-be75np-250,0.15,0.82666667,8
1771,N-atp134,0.15,0.82666667,8
1772,N-t1d200,0.15,0.82666667,9
1773,N-t1d500,0.15,0.82666667,9
1774,N-t2d200,0.15,0.82666667,9
1775,N-be75eec-150,0.15,0.82666667,9
1776,N-be75eec-250,0.15,0.82666667,9
1777,N-be75np-250,0.15,0.82666667,9
1778,N-atp134,0.15,0.82666667,9
1779,N-t1d150,0.15,0.99,0
1780,N-t1d200,0.15,0.99,0
1781,N-t1d500,0.15,0.99,0
1782,N-t2d200,0.15,0.99,0
1783,N-be75eec-150,0.15,0.99,0
1784,N-be75eec-250,0.15,0.99,0
1785,N-be75np-250,0.15,0.99,0
1786,N-atp111,0.15,0.99,0
1787,N-t1d200,0.15,0.99,1
1788,N-t1d500,0.15,0.99,1
1789,N-t2d200,0.15,0.99,1
1790,N-be75eec-150,0.15,0.99,1
1791,N-be75eec-250,0.15,0.99,1
1792,N-be75np-250,0.15,0.99,1
1793,N-atp134,0.15,0.99,1
1794,N-t1d150,0.15,0.99,2
1795,N-t1d200,0.15,0.99,2
1796,N-t1d500,0.15,0.99,2
1797,N-t2d150,0.15,0.99,2
1798,N-t2d200,0.15,0.99,2
1799,N-be75eec-150,0.15,0.99,2
1800,N-be75np-150,0.15,0.99,2
1801,N-be75eec-250,0.15,0.99,2
1802,N-be75np-250,0.15,0.99,2
1803,N-atp111,0.15,0.99,2
1804,N-t1d200,0.15,0.99,3
1805,N-t1d500,0.15,0.99,3
1806,N-t2d200,0.15,0.99,3
1807,N-be75eec-150,0.15,0.99,3
1808,N-be75np-150,0.15,0.99,3
1809,N-be75eec-250,0.15,0.99,3
1810,N-be75np-250,0.15,0.99,3
1811,N-atp134,0.15,0.99,3
1812,N-t1d200,0.15,0.99,4
1813,N-t1d500,0.15,0.99,4
1814,N-t2d200,0.15,0.99,4
1815,N-be75eec-150,0.15,0.99,4
1816,N-be75eec-250,0.15,0.99,4
1817,N-be75np-250,0.15,0.99,4
1818,N-atp134,0.15,0.99,4
1819,N-t1d150,0.15,0.99,5
1820,N-t1d200,0.15,0.99,5
1821,N-t1d500,0.15,0.99,5
1822,N-t2d200,0.15,0.99,5
1823,N-be75eec-150,0.15,0.99,5
1824,N-be75eec-250,0.15,0.99,5
1825,N-be75np-250,0.15,0.99,5
1826,N-atp134,0.15,0.99,5
1827,N-t1d150,0.15,0.99,6
1828,N-t1d200,0.15,0.99,6
1829,N-t1d500,0.15,0.99,6
1830,N-t2d150,0.15,0.99,6
1831,N-t2d200,0.15,0.99,6
1832,N-be75eec-150,0.15,0.99,6
1833,N-be75np-150,0.15,0.99,6
1834,N-be75eec-250,0.15,0.99,6
1835,N-be75np-250,0.15,0.99,6
1836,N-atp134,0.15,0.99,6
1837,N-t1d150,0.15,0.99,7
1838,N-t1d200,0.15,0.99,7
1839,N-t1d500,0.15,0.99,7
1840,N-t2d200,0.15,0.99,7
1841,N-be75eec-150,0.15,0.99,7
1842,N-be75eec-250,0.15,0.99,7
1843,N-be75np-250,0.15,0.99,7
1844,N-atp134,0.15,0.99,7
1845,N-t1d150,0.15,0.99,8
1846,N-t1d200,0.15,0.99,8
1847,N-t1d500,0.15,0.99,8
1848,N-t2d150,0.15,0.99,8
1849,N-t2d200,0.15,0.99,8
1850,N-be75eec-150,0.15,0.99,8
1851,N-be75eec-250,0.15,0.99,8
1852,N-be75np-250,0.15,0.99,8
1853,N-t1d200,0.15,0.99,9
1854,N-t1d500,0.15,0.99,9
1855,N-t2d200,0.15,0.99,9
1856,N-be75eec-150,0.15,0.99,9
1857,N-be75eec-250,0.15,0.99,9
1858,N-be75np-250,0.15,0.99,9
1859,N-atp134,0.15,0.99,9
1860,N-t1d200,0.15,0.71777778,0
1861,N-t1d500,0.15,0.71777778,0
1862,N-t2d200,0.15,0.71777778,0
1863,N-be75eec-150,0.15,0.71777778,0
1864,N-be75eec-250,0.15,0.71777778,0
1865,N-be75np-250,0.15,0.71777778,0
1866,N-t1d200,0.15,0.71777778,1
1867,N-t1d500,0.15,0.71777778,1
1868,N-t2d200,0.15,0.71777778,1
1869,N-be75eec-150,0.15,0.71777778,1
1870,N-be75np-150,0.15,0.71777778,1
1871,N-be75eec-250,0.15,0.71777778,1
1872,N-be75np-250,0.15,0.71777778,1
1873,N-t1d150,0.15,0.71777778,2
1874,N-t1d200,0.15,0.71777778,2
1875,N-t1d500,0.15,0.71777778,2
1876,N-t2d150,0.15,0.71777778,2
1877,N-t2d200,0.15,0.71777778,2
1878,N-be75eec-150,0.15,0.71777778,2
1879,N-be75eec-250,0.15,0.71777778,2
1880,N-be75np-250,0.15,0.71777778,2
1881,N-t1d200,0.15,0.71777778,3
1882,N-t1d500,0.15,0.71777778,3
1883,N-t2d150,0.15,0.71777778,3
1884,N-t2d200,0.15,0.71777778,3
1885,N-be75eec-150,0.15,0.71777778,3
1886,N-be75eec-250,0.15,0.71777778,3
1887,N-be75np-250,0.15,0.71777778,3
1888,N-atp134,0.15,0.71777778,3
1889,N-t1d200,0.15,0.71777778,4
1890,N-t1d500,0.15,0.71777778,4
1891,N-t2d200,0.15,0.71777778,4
1892,N-be75eec-150,0.15,0.71777778,4
1893,N-be75eec-250,0.15,0.71777778,4
1894,N-be75np-250,0.15,0.71777778,4
1895,N-t1d200,0.15,0.71777778,5
1896,N-t1d500,0.15,0.71777778,5
1897,N-t2d200,0.15,0.71777778,5
1898,N-be75eec-150,0.15,0.71777778,5
1899,N-be75eec-250,0.15,0.71777778,5
1900,N-be75np-250,0.15,0.71777778,5
1901,N-atp111,0.15,0.71777778,5
1902,N-t1d150,0.15,0.71777778,6
1903,N-t1d200,0.15,0.71777778,6
1904,N-t1d500,0.15,0.71777778,6
1905,N-t2d200,0.15,0.71777778,6
1906,N-be75eec-150,0.15,0.71777778,6
1907,N-be75eec-250,0.15,0.71777778,6
1908,N-be75np-250,0.15,0.71777778,6
1909,N-t1d150,0.15,0.71777778,7
1910,N-t1d200,0.15,0.71777778,7
1911,N-t1d500,0.15,0.71777778,7
1912,N-t2d150,0.15,0.71777778,7
1913,N-t2d200,0.15,0.71777778,7
1914,N-be75eec-150,0.15,0.71777778,7
1915,N-be75np-150,0.15,0.71777778,7
1916,N-be75eec-250,0.15,0.71777778,7
1917,N-be75np-250,0.15,0.71777778,7
1918,N-atp134,0.15,0.71777778,7
1919,N-t1d150,0.15,0.71777778,8
1920,N-t1d200,0.15,0.71777778,8
1921,N-t1d500,0.15,0.71777778,8
1922,N-t2d150,0.15,0.71777778,8
1923,N-t2d200,0.15,0.71777778,8
1924,N-be75eec-150,0.15,0.71777778,8
1925,N-be75np-150,0.15,0.71777778,8
1926,N-be75eec-250,0.15,0.71777778,8
1927,N-be75np-250,0.15,0.71777778,8
1928,N-atp134,0.15,0.71777778,8
1929,N-t1d150,0.15,0.71777778,9
1930,N-t1d200,0.15,0.71777778,9
1931,N-t1d500,0.15,0.71777778,9
1932,N-t2d150,0.15,0.71777778,9
1933,N-t2d200,0.15,0.71777778,9
1934,N-be75eec-150,0.15,0.71777778,9
1935,N-be75np-150,0.15,0.71777778,9
1936,N-be75eec-250,0.15,0.71777778,9
1937,N-be75np-250,0.15,0.71777778,9
1938,N-atp111,0.15,0.71777778,9
